year,exam_date,paper_variant,booklet_series,question_number,subject,sub_topic,question_type,option_count,statement_count,list_item_count,option_combination_pattern,is_all_or_none_correct,all_none_literal_phrasing,correct_option,key_status,difficulty_guess,ambiguous_subject,ambiguous_note,ca_recency_months,source_type_guess,question_text_en
70th-reexam,2025-01-04,re-exam,I,69,Polity,Panchayati Raj & local governance,simple_mcq,4,,,,FALSE,FALSE,D,provisional,easy,FALSE,,,NCERT-level,System of governance in Panchayat Raj (three-tier)
70th-reexam,2025-01-04,re-exam,I,70,Science & Technology,Biology,simple_mcq,4,,,,TRUE,TRUE,D,provisional,medium,FALSE,,,NCERT-level,Blood group of an individual determined by (None of the above)
70th-reexam,2025-01-04,re-exam,I,71,Current Affairs,Sports,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,5,current_affairs,Game NOT included in 33rd Olympic (Cricket)
70th-reexam,2025-01-04,re-exam,I,72,Geography,Physical,simple_mcq,4,,,,FALSE,FALSE,B,provisional,easy,FALSE,,,NCERT-level,'Scotland of North-East India' (Meghalaya)
70th-reexam,2025-01-04,re-exam,I,73,Polity,Constitutional provisions,simple_mcq,4,,,,FALSE,FALSE,B,provisional,easy,FALSE,,,NCERT-level,Schedule with Anti-defection Act provisions (Tenth)
70th-reexam,2025-01-04,re-exam,I,74,Science & Technology,Tech & Innovation,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,specialized reference,First 3D-printed humanoid robot in India (Manav)
70th-reexam,2025-01-04,re-exam,I,75,Polity,Constitutional provisions,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,NCERT-level,Article for Annual Financial Statement before Parliament (112)
70th-reexam,2025-01-04,re-exam,I,76,Bihar-Specific,Economy,simple_mcq,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,specialized reference,60.2% share in Bihar GSDP 2019-20 was of (Service Sector)
70th-reexam,2025-01-04,re-exam,I,77,Bihar-Specific,Geography,simple_mcq,4,,,,FALSE,FALSE,A,provisional,easy,FALSE,,,specialized reference,Bihar district with maximum Lichi production (Muzaffarpur)
70th-reexam,2025-01-04,re-exam,I,78,Bihar-Specific,Geography,simple_mcq,4,,,,FALSE,FALSE,A,provisional,easy,FALSE,,,specialized reference,River known as 'Sorrow of Bihar' (provisional key: Son)
70th-reexam,2025-01-04,re-exam,I,79,Geography,Physical,simple_mcq,4,,,,FALSE,FALSE,Deleted,provisional,medium,FALSE,,,specialized reference,Average height of snow-line in Uttar Pradesh (Deleted)
70th-reexam,2025-01-04,re-exam,I,80,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,A,provisional,easy,FALSE,,,NCERT-level,Ishihara test is related with (Colour blindness)
70th-reexam,2025-01-04,re-exam,I,81,History,Modern,simple_mcq,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,specialized reference,Who is NOT associated with Azad Hind Fauj (S.A. Dange)
70th-reexam,2025-01-04,re-exam,I,82,Economy,Macroeconomic concepts,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,NCERT-level,What is Infant Mortality Rate (die before age 1 per 1000)
70th-reexam,2025-01-04,re-exam,I,83,Geography,World,simple_mcq,4,,,,FALSE,FALSE,B,provisional,hard,FALSE,,,specialized reference,Longitude separating Canada and Alaska (141 W)
70th-reexam,2025-01-04,re-exam,I,84,History,Modern,match_the_following,4,,4,,FALSE,FALSE,A,provisional,hard,FALSE,,,specialized reference,"Match authors with books on 1857 (Savarkar, S.N. Sen, Eric Stokes, S.B. Chaudhuri)"
70th-reexam,2025-01-04,re-exam,I,85,History,Modern,match_the_following,4,,4,,FALSE,FALSE,C,provisional,medium,FALSE,,,NCERT-level,"Match social reformers with societies (Brahmo Samaj, Ramkrishna Mission, Servants of India, Vidhwa Vivah Samaj)"
70th-reexam,2025-01-04,re-exam,I,86,Science & Technology,Tech & Innovation,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,NCERT-level,Fibre used in bullet-proof helmets/jackets (Kevlar)
70th-reexam,2025-01-04,re-exam,I,87,Polity,Constitutional provisions,simple_mcq,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,NCERT-level,Speaker of Lok Sabha voting right (only in case of a tie)
70th-reexam,2025-01-04,re-exam,I,88,History,Medieval,simple_mcq,4,,,,FALSE,FALSE,A,provisional,hard,FALSE,,,specialized reference,Term 'Zillillah' first used by (Alauddin Khilji)
70th-reexam,2025-01-04,re-exam,I,89,Economy,Banking & finance,simple_mcq,4,,,,FALSE,FALSE,A,provisional,easy,FALSE,,,NCERT-level,Ratio of deposits banks must keep with RBI (Cash Reserve Ratio)
70th-reexam,2025-01-04,re-exam,I,90,Science & Technology,Physics,simple_mcq,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,NCERT-level,Final energy of electron through potential difference V (eV)
70th-reexam,2025-01-04,re-exam,I,91,Current Affairs,Schemes & Indices,simple_mcq,4,,,,FALSE,FALSE,Deleted,provisional,medium,FALSE,,,current_affairs,Indian State with highest literacy rate per 2023 census (Kerala)
70th-reexam,2025-01-04,re-exam,I,92,History,Ancient,simple_mcq,4,,,,FALSE,FALSE,C,provisional,hard,FALSE,,,specialized reference,NOT associated with Chandragupta Maurya (Junagadh inscription of Rudradaman)
70th-reexam,2025-01-04,re-exam,I,93,Current Affairs,Schemes & Indices,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,15,current_affairs,State that topped NITI Aayog SDG India Index 2023 (Kerala)
70th-reexam,2025-01-04,re-exam,I,94,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,B,provisional,easy,FALSE,,,NCERT-level,Buds are typically found (both base of leaves and tip of branches)
70th-reexam,2025-01-04,re-exam,I,95,Polity,Constitutional provisions,simple_mcq,4,,,,FALSE,FALSE,C,provisional,hard,FALSE,,,NCERT-level,Electoral college for President but not impeachment forum (State Legislative Assemblies)
70th-reexam,2025-01-04,re-exam,I,96,Bihar-Specific,Geography,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,specialized reference,Amarkantak source of Son river situated at (Maikal range)
70th-reexam,2025-01-04,re-exam,I,97,Reasoning & Aptitude,Logical/Verbal,reasoning_aptitude,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,specialized reference,Coding-decoding: CIRCLE:RICELC :: SQUARE:? (AREUQS)
70th-reexam,2025-01-04,re-exam,I,98,Science & Technology,Chemistry,simple_mcq,4,,,,FALSE,FALSE,B,provisional,hard,FALSE,,,specialized reference,Which is NOT an electrophile (Na+)
70th-reexam,2025-01-04,re-exam,I,99,Polity,Constitutional provisions,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,NCERT-level,Parliament law for International treaties (without consent of any State)
70th-reexam,2025-01-04,re-exam,I,100,Bihar-Specific,Geography,simple_mcq,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,specialized reference,Bihar district with maximum Maize production (Saran)
70th-reexam,2025-01-04,re-exam,I,101,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,NCERT-level,Quinine obtained from which part of plant (Stem bark)
70th-reexam,2025-01-04,re-exam,I,102,History,Modern,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,specialized reference,First Muslim President of INC (Badruddin Taiyabji)
70th-reexam,2025-01-04,re-exam,I,103,Geography,Physical,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,NCERT-level,Kashmir Valley is which type of valley (Tectonic)
70th-reexam,2025-01-04,re-exam,I,104,History,Modern,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,specialized reference,When Macaulay issued famous minute on Indian Education (02 Feb 1835)
70th-reexam,2025-01-04,re-exam,I,105,Reasoning & Aptitude,Quantitative/Numerical,reasoning_aptitude,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,specialized reference,Calendar: Jan 1 2008 Tue -> day on Jan 1 2009 (Thursday)
70th-reexam,2025-01-04,re-exam,I,106,Science & Technology,Chemistry,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,NCERT-level,Conductivity of a strong electrolyte on dilution (decreases)
70th-reexam,2025-01-04,re-exam,I,107,History,Modern,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,NCERT-level,Santhal hool (rebellion) took place in (1855-56)
70th-reexam,2025-01-04,re-exam,I,108,Current Affairs,Awards & Appointments,simple_mcq,4,,,,FALSE,FALSE,A,provisional,easy,FALSE,,30,current_affairs,Current Chairman of ISRO (S. Somnath)
70th-reexam,2025-01-04,re-exam,I,109,Geography,World,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,specialized reference,NOT associated with Australia Continent (Salwin Mountain)
70th-reexam,2025-01-04,re-exam,I,110,Environment & Ecology,Climate & Pollution,simple_mcq,4,,,,FALSE,FALSE,B,provisional,easy,FALSE,,13,current_affairs,Country that hosted COP28 climate summit 2023 (UAE)
70th-reexam,2025-01-04,re-exam,I,111,Science & Technology,Tech & Innovation,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,15,current_affairs,Number of scientific payloads on Aditya L-1 mission (7)
70th-reexam,2025-01-04,re-exam,I,112,Bihar-Specific,Recent Developments,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,current_affairs,Program Bihar Education Dept started via DD Bihar Apr 2020 (e-content class IX-X)
70th-reexam,2025-01-04,re-exam,I,113,History,Modern,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,specialized reference,All India Trade Union Congress formed in the year (1920)
70th-reexam,2025-01-04,re-exam,I,114,Science & Technology,Physics,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,NCERT-level,"As telescope objective lens diameter increases, resolution (increases)"
70th-reexam,2025-01-04,re-exam,I,115,Current Affairs,International,simple_mcq,4,,,,FALSE,FALSE,B,provisional,easy,FALSE,,27,current_affairs,Prime Minister of Italy as of 2024 (Giorgia Meloni)
70th-reexam,2025-01-04,re-exam,I,116,Current Affairs,National,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,19,current_affairs,First Indian city declared 'City of Literature' by UNESCO (Kozhikode)
70th-reexam,2025-01-04,re-exam,I,117,Bihar-Specific,History & Culture,simple_mcq,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,specialized reference,World famous painting found in which district of Bihar (Madhubani)
70th-reexam,2025-01-04,re-exam,I,118,Polity,Constitutional provisions,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,NCERT-level,Right a British citizen in India can NOT claim (Freedom of trade and profession)
70th-reexam,2025-01-04,re-exam,I,119,History,Modern,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,NCERT-level,Who introduced permanent settlement in Bengal (Lord Cornwallis)
70th-reexam,2025-01-04,re-exam,I,120,History,Modern,simple_mcq,4,,,,TRUE,TRUE,D,provisional,medium,FALSE,,,NCERT-level,Who threw harmless bombs in Central Legislative Assembly (More than one of the above)
70th-reexam,2025-01-04,re-exam,I,121,Science & Technology,Chemistry,simple_mcq,4,,,,FALSE,FALSE,A,provisional,hard,FALSE,,,specialized reference,Seed used in production of engineered diamonds (Moissanite)
70th-reexam,2025-01-04,re-exam,I,122,Bihar-Specific,Geography,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,specialized reference,Bihar district with highest fox nut (makhana) production (Madhubani)
70th-reexam,2025-01-04,re-exam,I,123,History,Modern,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,specialized reference,Author of the book 'Gulamgiri' (Jyotiba Phule)
70th-reexam,2025-01-04,re-exam,I,124,Geography,World,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,specialized reference,Dalmatian Coast is (River depositional)
70th-reexam,2025-01-04,re-exam,I,125,Economy,Banking & finance,simple_mcq,4,,,,TRUE,TRUE,D,provisional,easy,FALSE,,,NCERT-level,Function of Central Bank (All of the above)
70th-reexam,2025-01-04,re-exam,I,126,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,NCERT-level,Nail nailed into tree trunk after 2 years will (remain at same position)
70th-reexam,2025-01-04,re-exam,I,127,History,Modern,match_the_following,4,,4,,FALSE,FALSE,A,provisional,hard,FALSE,,,specialized reference,"Match 1857 leaders with territory (Kunwar Singh, Hazrat Mahal, Khan Bahadur, Maulvi Ahmadullah)"
70th-reexam,2025-01-04,re-exam,I,128,History,Ancient,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,NCERT-level,Indus Valley city with trade with West Asia (Lothal)
70th-reexam,2025-01-04,re-exam,I,129,Science & Technology,Physics,simple_mcq,4,,,,FALSE,FALSE,C,provisional,easy,FALSE,,,NCERT-level,Responsible for production of shadow (Rectilinear propagation of light)
70th-reexam,2025-01-04,re-exam,I,130,History,Modern,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,TRUE,Gaya session — Bihar-linked,,specialized reference,President of INC at Gaya Session 1922 (Chittaranjan Das)
70th-reexam,2025-01-04,re-exam,I,131,Current Affairs,Schemes & Indices,simple_mcq,4,,,,FALSE,FALSE,A,provisional,easy,FALSE,,,current_affairs,Expanded form of UPI (Unified Payment Interface)
